candidate_id,name,source,discovery_sources,website,email,contact_url,country,region,nearest_city,lat,lng,setting,individual_vs_org,service_type_claimed,facilitates_ayahuasca,access_model,legal_status_note,year_founded,capacity,website_primary_language,languages_offered,retreat_lengths_nights,ceremonies_per_retreat,other_plant_medicines,dieta_offered,integration_support_offered,additional_services,price_amount_min_original,price_amount_max_original,price_currency_original,price_min_usd,price_max_usd,price_per_night_usd_min,price_per_night_usd_max,price_as_of_date,whats_included,notable_exclusions,sliding_scale_or_scholarships,indigenous_affiliation_display,indigenous_partnership_claimed,indigenous_leadership_claimed,named_lineage_claimed,lineage_tradition,facilitation_tradition_verbatim,named_indigenous_language,named_team,n_healers,n_facilitators,n_team_total,facilitation_described,healer_facilitator_distinguished,healer_role_term_verbatim,facilitator_role_term_verbatim,n_named_female,n_named_male,n_named_gender_nd,sourcing_claim,reciprocity_claim,benefit_share_amount_claimed,community_benefit_claims,safety_screening_claimed,medical_disclaimer_present,medical_support_onsite_claimed,ssri_maoi_policy_stated,safety_incidents_count,review_sources,notable_press_mentions,confidence_overall,scrape_origin,source_archive_url,source_urls,scraped_at
ayaadvisors:the-way-of-the-12-plants,The Way of The 12 Plants,ayaadvisors,ayaadvisors,,,,Peru,Loreto,Iquitos,-3.749365,-73.2444145,jungle,organization,retreat_package,True,retreat_package,,,,english,,7,,,True,,,649,2950,USD,649,2950,93,421,,Stay in a private tambo (small jungle cabin); Daily plant tincture; Fruit drink in the morning; Small bowl of steamed vegetables or fruit plate in the evening,,,no-stated-affiliation,,,,,,,,,,,False,,,,0,0,0,,False,,,False,False,False,False,0,AyaAdvisors None (None),,low,,,https://ayaadvisors.org/listing/the-way-of-the-12-plants/,2026-07-22T12:13:38.408088+00:00
ayaadvisors:tierramitica,TierraMitica,ayaadvisors,ayaadvisors,https://www.tierramitica.com/,,https://www.tierramitica.com/contact,Peru,San Martín,Tarapoto,-6.4877198,-76.3598708,jungle,organization,ceremony_facilitation; retreat_package,False,retreat_package,,2012,12,english,,6; 11,"2–6 (Mythic Voyage, varies); 3 (Embrace the Medicine 6-day); 6 (Embrace the Medicine 11-day)",,,aftercare_included,yoga (Hatha and Vinyasa); art studio; art gallery; natural pool by the waterfall; sharing circles; consultations; song writing and performing; sculpting; painting; jungle recording studio,3500,3500,USD,3500,3500,318,583,2026,accommodation; hot showers; comfortable beds; clear spring water; gourmet Ayahuasca diet food,,False,trained-in-lineage,True,False,Shipibo Maestros and Maestras,Shipibo,Shipibo Maestros and Maestras,icaros,Mikis (guide / runs the workshops),,,,True,distinct_roles,Maestros and Maestras,"guide, trained assistants",0,1,0,unspecified,False,,,False,False,False,False,0,AyaAdvisors 4.3 (39),,medium,,,https://ayaadvisors.org/listing/tierramitica/; https://www.tierramitica.com/,2026-07-22T12:14:14.945397+00:00
google_places:teravda.com,TierraVida Bëxon'të,google_places,google_places,http://www.teravda.com/,teravda.com@gmail.com,http://www.teravda.com/,Peru,Ucayali,Pucallpa,-8.3820737,-74.5387507,jungle,organization,ceremony_facilitation; retreat_package,True,retreat_package,Has an associated NGO: Ni Bero NGO (nibero.org),2022,,english,,10; 15,5 (for 10-day retreat),cacao,True,aftercare_included,floral baths; jungle excursions; yoga; art; permaculture classes; jungle trekking; cultural learning,,,,,,,,,ayahuasca ceremonies; master-plant teachings; floral baths; jungle excursions; yoga; art; permaculture classes; personalized healing; accommodation at lakeside Amazon jungle lodge,,False,trained-in-lineage,True,False,"Shipibo healers, elders, and families who have carried this lineage for generations",Shipibo-Conibo,Shipibo,Shipibo,Bella Luz Stone (unclear); Adam Stone (Director),,,,True,distinct_roles,"Shipibo healers, elders, Maestros, Indigenous teachers",Director,0,0,2,unspecified,True,,Support ongoing ecological restoration and conservation projects that directly benefit the Amazon and Shipibo communities [http://www.teravda.com/]; 500 Hectares of Eco-reserve Land Purchase [http://www.teravda.com/]; Preserving Indigenous Traditions [http://www.teravda.com/]; Community Based Solutions [http://www.teravda.com/]; Herbal Health Clinics [http://www.teravda.com/]; Art Cooperatives [http://www.teravda.com/],False,False,False,False,0,,,medium,,,http://www.teravda.com/; https://www.nibero.org/,2026-07-22T12:13:32.190946+00:00
retreatguru:1911,TierraViva,retreatguru,retreatguru,,,https://retreat.guru/centers/1911-1/tierraviva,Peru,Ucayali,Pucallpa,-8.3820737,-74.5387507,jungle,organization,ceremony_facilitation; retreat_package,True,retreat_package,,,,english,,18,,,True,,A/C in Rooms; Free Wifi; Spa; Sauna; Pool; Towels; Free Parking; Kitchen; Tour Assistance; Hot Tub; Coffee/Tea; Cafe; Restaurant; Fitness Center; Yoga Studio; Housekeeping; Bicycles For Rent,2200,2200,USD,2200,2200,122,122,2026,"meals (dieta-compliant food: rice, oats, quinoa, veggies, some legumes, occasional egg or fish, without salt, oil or sugar); airport transfer",flights,False,indigenous-led,True,True,Shipibo tradition of sama,Shipibo; Shipibo-Conibo,Shipibo tradition of sama,Shipibo,,,0,,False,unclear,,,0,0,0,unspecified,False,,SHIPIBO OWNED AND RUN CENTER! Empowering the local indigenous to run and facilitate their own retreats. [https://retreat.guru/centers/1911-1/tierraviva],False,False,False,False,0,RetreatGuru None (0),,medium,,,https://retreat.guru/centers/1911-1/tierraviva,2026-07-22T12:13:46.948738+00:00
ayaadvisors:tierravida-benxote,Tierravida Benxote,ayaadvisors,ayaadvisors,https://www.nibero.org/,teravda.com@gmail.com,https://www.nibero.org/contact,Peru,Ucayali,Pucallpa,-8.3820737,-74.5387507,jungle,organization,ceremony_facilitation; retreat_package,True,retreat_package,"Legal NGO in Peru: Tierravida Ni Bero. NGO also has a license for exporting shade grown crops such as Cacao, medicinal plants such as Una de Gato.",,,english,Spanish; Shipibo; English,10,5,cacao,True,aftercare_included,"aromatic plant & floral baths; medicinal plant walks & classes; traditional massage & energy work; basic yoga & breath practices; art, expression, and reflection time; nature walks & lake explorations; permaculture & ecology learning; herbal remedies & individualized support; jungle excursions; indigenous art classes; native dance sessions",,,,,,,,,"5 traditional ayahuasca ceremonies in the maloka; icaros medicine songs and personalized healing; aromatic plant & floral baths; medicinal plant walks + classes; traditional massage & energy work; basic yoga + breath practices; art, expression, and reflection time; nature walks & lake explorations; permaculture + ecology learning; herbal remedies & individualized support; all meals; lodging; transportation",,,indigenous-led,True,True,Shipibo Onaya / Shipibo-Konibo,Shipibo-Konibo; Shipibo,Shipibo,Shipibo,Adam Stone (Co-Founder and Director); Bella Luz Stone (Director of Guest Services); Dennis Cayruna (in-house Shipibo visionary artist),,,,True,distinct_roles,"Shipibo Onaya, maestro, shaman","integration team, Director of Guest Services",1,2,0,sustainably_sourced,True,,"We sponsor the development of community-based projects to nurture the active conservation of traditional [shamanistic] information combined with the best practices of Western medicine, development and education. [https://www.nibero.org/peruayahauscashipiboretreat]; Board members of Ni Bero purchased 500 hectares of eco-reserve land… empowers the indigenous people and generates solidarity against oil contamination… provides defense for the voluntary isolated tribes and their medicinal plants and art. [https://www.nibero.org/ayaascashipiboretreat]; Wood is bought from local native Shipibo villages and is harvested ecologically… Sustainable forestry also provides another economic boost for the villagers. [https://www.nibero.org/ayahuascashipiboretreat]; The center now provides jobs for many people in the lower income areas that include farm work, construction, Shamanism, Herbalism, massage therapy and art. [https://www.nibero.org/shipiboayahuasca]; Ni Bero trains staff members using Wilderness EMT and Wilderness First Responder education [for herbal health clinics in villages]. [https://www.nibero.org/peruayahauscashipiboretreat]; Support ongoing ecological restoration and conservation projects that directly benefit the Amazon and Shipibo communities. Your retreat is not just personal transformation — it is an act of service. [https://www.nibero.org/]",True,False,True,False,0,AyaAdvisors 5.0 (3),,medium,,,https://ayaadvisors.org/listing/tierravida-benxote/; https://www.nibero.org/; https://www.nibero.org/10-day-retreat; https://www.nibero.org/about; https://www.nibero.org/ayahuascashipiboretreat; https://www.nibero.org/contact; https://www.nibero.org/meet-the-staff; https://www.nibero.org/peruayahauscashipiboretreat; https://www.nibero.org/shipiboayahuasca,2026-07-22T12:14:14.485934+00:00
retreatguru:1060,Transformational Journeys,retreatguru,retreatguru,https://www.transformationaljourneys.org,contact@transformationaljourneys.org,https://www.transformationaljourneys.org/,Peru,Cusco,Pisac,-13.4210472,-71.850496,other,organization,ceremony_facilitation; retreat_package,True,retreat_package,,,6,english,,9; 13,,San Pedro,False,aftercare_included,breathwork; coaching; integration activities; Zoom meetings; pre- and post-ceremony sharing; excursions (tour assistance); spa; sauna; pool; hot tub; yoga studio; fitness center,1495,2600,USD,1495,2600,115,289,,coaching; facilitated ceremony; lodging; meals; pre- and post-ceremony sharing; integration support; preparation and integration work before and after the retreat,,False,trained-in-lineage,True,False,Andean Cosmovision and native peoples; Shamans (or Paqo in Quechua),Andean Cosmovision; shamanic,"Andean Cosmovision and native peoples, shamanic",Quechua,Charlotte (Facilitator & Coach); Jonathan (Facilitator & Coach); Francesca (Guide),,2,,True,only_facilitator_described,,Facilitator & Coach,1,1,1,unspecified,False,,,True,False,False,False,0,RetreatGuru None (0),,medium,,,https://retreat.guru/centers/1060-1/transformational-journeys; https://www.transformationaljourneys.org/; https://www.transformationaljourneys.org/faq; https://www.transformationaljourneys.org/upcoming-events; https://www.transformationaljourneys.org/who-we-are,2026-07-22T12:13:51.945277+00:00
retreatguru:891,Travel and Healing,retreatguru,retreatguru,,,https://retreat.guru/centers/891-1/travel-and-healing,Peru,Cusco / Pucallpa,Cusco,,,unclear,organization,ceremony_facilitation; retreat_package,True,retreat_package,,,,english,,1; 2; 4; 6; 11,,San Pedro,,,Yoga; Meditation; Trekking (Ausangate & 7 Lagoons); Volunteering,420,4315,USD,420,4315,38,4315,2026,,,,trained-in-lineage,True,False,Shipibo,Shipibo; Shamanic; Andean Wisdom,Shipibo; Shamanic; Andean Wisdom,,,,3,,True,only_facilitator_described,,Guide,0,0,0,unspecified,False,,,False,False,False,False,0,,,medium,,,https://retreat.guru/centers/891-1/travel-and-healing,2026-07-22T12:13:50.668799+00:00
retreatguru:1063,True-Journey · Masterplant Retreats & Psycho-Spiritual Coaching,retreatguru,retreatguru,https://www.true-journey.net,,https://www.true-journey.net/contact,Peru,Cusco,Calca,-12.9397785,-72.058177,mountain,organization,ceremony_facilitation; retreat_package; preparation; integration_only; other,True,retreat_package,"References ""Peruvian Protection Law of Ayahuasca and Tradition""; operates in Peru",2018,,english,,,,Noya Rao; Bobinzana; plant baths; vapor baths,True,ongoing,1:1 mentoring sessions (online/in-person); facilitator training; preparation coaching; integration coaching; horse therapy / equine co-regulation; yoga and meditation,,,,,,,,,,,True,indigenous-healer-on-staff,True,False,Shipibo Mahua family / Mahua lineage; learning with this Shipibo family since 2016,Shipibo-Conibo; vegetalismo/mestizo,Shipibo tradition of sacred plant medicine,Shipibo,"Ute (Founder, Facilitator, Mentor); Juana Silvano Teco (Maestra)",,1,,True,distinct_roles,"Maestros/Maestras, Onayas","Facilitator, Mentor",2,0,0,unspecified,True,,"I actively support the Shipibo healers and their families with whom I work — not only through fair and direct compensation for their work in our retreats, but also through ongoing personal relationships, care, and solidarity. [https://www.true-journey.net/about-true-journey]; My intention is always to keep True-Journey small, personal, and deeply rooted in authentic relationships with the lineage within which we work. [https://www.true-journey.net/about-true-journey]",True,True,False,True,0,,,medium,,,https://www.true-journey.net/about-true-journey; https://www.true-journey.net/booking-mentoring; https://www.true-journey.net/faq; https://www.true-journey.net/medical-guidelines; https://www.true-journey.net/preparation-integration; https://www.true-journey.net/retreats; https://www.true-journey.net/shipiboplantmedicinefacilitatortraining,2026-07-22T12:13:54.450639+00:00
retreatguru:7975,Txana Busé,retreatguru,retreatguru,,,https://retreat.guru/centers/7975-1/txana-bus,Peru,Cusco,"Lamay, Cusco",-13.3257747,-71.8821354,jungle,organization,ceremony_facilitation; retreat_package,True,retreat_package,,,,english,Spanish; English,7; 8; 4; 2; 6,,san pedro/huachuma,,,Spa; Sauna; Pool; Hot Tub; Yoga Studio; Fitness Center; Tour Assistance; Bicycles For Rent; Restaurant; Cafe,200,1250,USD,200,1250,25,625,2026,Traditional meals according to ceremony diet and personal requirements,,False,trained-in-lineage,True,False,Huni Kuin; Muisca Tradition,Huni Kuin; Muisca,Huni Kuin; Muisca Tradition,,Mitsu (Guide); Veronika (Guide); Abuelo (Guide); Mapu (Guide),,4,,True,only_facilitator_described,,Guide,0,0,4,unspecified,False,,Sharing with the Huni Kuin is more than an experience; it is a reunion with life itself. Their teachings about harmony with the Earth and the power of community have inspired us to live with more gratitude and purpose. [https://retreat.guru/centers/7975-1/txana-bus],False,False,False,False,0,,,medium,,,https://retreat.guru/centers/7975-1/txana-bus,2026-07-22T12:13:41.231240+00:00
ayaadvisors:wandari-plant-master-boutique-retreat; retreatguru:3813,Wandari Plant Master Boutique Retreat,ayaadvisors; retreatguru,ayaadvisors; retreatguru,https://www.wandarilodge.com/,info@wandarilodge.com,https://www.wandarilodge.com/,Peru,Cusco,Quincemil,-13.2307497,-70.7543356,jungle,organization,ceremony_facilitation; retreat_package,True,retreat_package,,,9,english,English; Spanish,7; 10; 14,"4 (7-day), 5 ayahuasca + 1 San Pedro (10-day), 6 ayahuasca + 2 San Pedro (14-day)",san pedro/huachuma; kambo; rapé/hape,True,during_only,massage/spa; trekking to rainforest; visit to waterfall; swimming in river; yoga; open gym; swimming pool; BBQ; Tikki bar; feeding stations for monkeys; outdoor bar (Tikkizonic); swimming pool (stated forthcoming); sunbathing terraces; maloka for ceremonies/yoga/group meetings,300,2700,USD,300,2700,21,386,,accommodation in individual bedrooms with private bathroom and hot water; all meals (ayahuasca diet-compatible); vegetarian and vegan menus available; open bar with tropical fruit juices; daily housekeeping; laundry service; bilingual assistance 24/7; spiritual consultation 1:1 with the shaman; all included (as stated in retreat title: 'Ayahuasca all included 7 days retreat'),kambo sessions (optional); rapé sessions (optional); massage (optional),False,trained-in-lineage,False,False,,,Plant Master,,,,0,,True,only_healer_described,shaman,,0,0,0,unspecified,False,,,False,False,False,False,0,AyaAdvisors None (None); RetreatGuru None (0),,medium,,,https://ayaadvisors.org/listing/wandari-plant-master-boutique-retreat/; https://retreat.guru/centers/3813-1/wandari-plant-master-boutique-retreat; https://www.wandarilodge.com/; https://www.wandarilodge.com/contact,2026-07-22T12:13:44.046034+00:00
ayaadvisors:wayra-mama,Wayra Mama,ayaadvisors,ayaadvisors,,,,Peru,,Iquitos,-3.749365,-73.2444145,jungle,unclear,ceremony_facilitation; retreat_package,True,retreat_package,,,,english,,,,,,,,1050,2000,USD,1050,2000,,,,,,,no-stated-affiliation,False,False,,,,,Don Anderson manihuari Mendoza (Shaman),1,,,True,only_healer_described,"Shaman, Curanderos",,0,1,0,unspecified,False,,,False,False,False,False,0,AyaAdvisors 5.0 (1),,low,,,https://ayaadvisors.org/listing/wayra-mama/,2026-07-22T12:13:32.245976+00:00
safe_ceremonies:we-are-novalis; ayaadvisors:novalis; retreatguru:1132,We Are Novalis,ayaadvisors; retreatguru; safe_ceremonies,ayaadvisors; retreatguru; safe_ceremonies,https://www.wearenovalis.com,wearenovalis@gmail.com,https://www.wearenovalis.com/contact,Peru,Madre de Dios,Puerto Maldonado,-12.512,-69.271,jungle,organization,ceremony_facilitation; retreat_package; preparation,True,retreat_package,Legal association dedicated to conservation and culture; protects 2000 hectares of Amazon rainforest,,8,english,English; Spanish; French,7; 8; 15; 16,3–4,"kambo; cacao; floral baths/flower baths; rapé/hape (seri, machi tabaco rapé); mapacho (tobacco); rapé/hape; Mucura (Petiveria alliacea); Una de Gato; Bobinsana; Shihuahuaco",True,aftercare_included,yoga; floral baths; cacao ceremonies; kambo sessions; nature/jungle walks; plant identification walks; forest meditation; morning practice; art immersion; workshops; treehouse lodging; library access; maloka access for personal practice; transpersonal psychology integration circles; personal counseling; breathwork (breathing techniques); guided jungle walks; cacao ceremony; jungle walks / nature immersions; integration circles; personal counseling sessions; transpersonal psychology sessions; residency / service exchange; jungle excursions,1300,2350,USD,1300,2350,81,336,2026,"Transportation from Puerto Maldonado to Novalis and back; Accommodation in shared tree houses; Locally grown vegan meals (all meals included); Individual health consultations (if required); Sharing circles before and after ceremonies; Individually selected plant dietas (depending on type of retreat); Nature immersions (plant identification walks, nature walks, forest meditation); Transpersonal Psychology Integration Circles; At least 3 Grandmother Ceremonies; Opportunity to participate in preparation of the medicine; Locally grown vegan meals; Individually selected plant dietas (depending on retreat type); Opportunity to deepen knowledge of shamanic practice and medicinal plants; Ayahuasca ceremonies; Floral baths; Transpersonal psychology integration circles; Workshops; Library access; Maloka access",Flights; Lodging on Day 0 (day before retreat); Kambo (optional add-on at extra cost); Lodging on Day 0 (arrival day before retreat); Kambo (optional add-on),True,indigenous-led,True,True,Shipibo tradition (Alto Ucayali community of San Francisco); Bora; Incan/Quechua (Cuzco); Machiguenga; Matses (kambo),Shipibo; Matsiguenga (Machiguenga); mestizo vegetalismo; Andean/Quechua; Matsigenka (Machiguenga); Mestizo/vegetalismo; Matsiguenga; Mestizo; Andean; vegetalismo,"Shipibo, Matsegengka, and Mestizo practitioners, as well as Andean",Shipibo; Quechua; Machiguenga (Matsiguenga); Yine; Ese Eja,"Loyver Yui (Ayahuasquero); Jonathan Diaz (Ayahuasquero, Vegitalista, Curandero); Magdalena Flores (Ayahuasquera); Juan Zuniga (Ayahuasquero, Director, Linguist, Counselling); Karmen (Weaver, Medicine Team); Luis (Builder, Land Steward, Musician, Medicine Team); Maura (Land Caretaker, Ayahuasquero, Medicine Team); Merino (Builder, Guide, Ayahuasquero, Medicine Team); Gustavo (Land Steward, Brazil Nut Harvester); Yuliana (Weaver, Land Steward, Chef); Nelson Muchavi (Boat Man, Transport / Logistics); Fatua Smith (Cacao, Kambo, Counselling); Floriane Charles (French/Spanish/English Interpreter, Counselling, Medicine Team); Breanna Shannon (Land Caretaker & Forest Steward); Loyver Yui (Ayahuasquero); Jonathan Diaz (Ayahuasquero - Vegitalista - Curandero); Juan Zuniga (Director - Linguist - Ayahuasquero - Counselling); Magdalena Flores (Ayahuasquera); Karmen (Weaver - Medicine Team); Luis (Builder - Land Steward - Musician - Medicine Team); Maura (Ayahuasquero - Medicine Team); Merino (Land Caretaker & Builder - Guide - Ayahuasquero - Medicine Team); Nelson Muchavi (Boat Man - Transport / Logistics); Gustavo (Land Steward - Brazil Nut Harvester); Yuliana (Weaver - Land Steward - Chef); Fatua Smith (Cacao - Kambo - Counselling); Floriane Charles (French/Spanish/English Interpreter - Counselling - Medicine Team); Breanna Shannon (Land Caretaker & Forest Steward); Loyver Yui (Ayahuasquero - Musician - Medicine Team); Jonathan Diaz (Ayahuasquero - Vegitalista - Curandero - Medicine Team); Magdalena Flores (Ayahuasquera - Medicine Team); Juan Zuniga (Director - Linguist - Ayahuasquero - Counselling - Medicine Team); Maura (Land Caretaker & Builder - Guide - Ayahuasquero - Medicine Team); Merino (Land Caretaker & Builder - Guide - Ayahuasquero - Medicine Team); Karmen (Weaver - Medicine Team); Luis (Builder - Land Steward - Musician - Medicine Team); Nelson Muchavi (Boat Man - Transport / Logistics); Gustavo (Land Steward - Brazil Nut Harvester); Yuliana (Weaver - Land Steward - Chef); Fatua Smith (Cacao - Kambo - Counselling); Floriane Charles (French/Spanish/English Interpreter - Counselling - Medicine Team); Breanna Shannon (Land Caretaker & Forest Steward)",6,3,,True,distinct_roles,"ayahuasquero, ayahuasquera, vegitalista, curandero, maestra","facilitator, integration circle counselor, counselling",18,18,6,community_sourced,True,"All profit goes to rainforest conservation, caring for the center, modest monetary reimbursement for people working during the retreat, and costs of stay — directly reinvested into the work and the people","Your funding goes entirely towards our vision of preserving the Amazon & supporting a sustainable future for both the forest & the people living here. [https://www.wearenovalis.com/retreats-1]; All profit goes to rainforest conservation, caring for our center, modest monetary reimbursement for people working during the retreat, and costs of your stay. It is directly reinvested into our work, and the people here. [https://www.wearenovalis.com/medicine-retreats]; Novalis is a legal association dedicated to conservation and culture, protecting 2000 hectares of Amazon rainforest in the Madre de Dios region. [https://www.wearenovalis.com/about-novalis]; We are devoted to rainforest conservation and cultural preservation with the intent of bridging knowledge with our neighboring indigenous communities. [https://www.wearenovalis.com/]; All profit goes to rainforest conservation (please see our website for more about our work), caring for our center, modest monetary reimbursement for people working during the retreat, and costs of your stay. It is directly reinvested into our work, and the people here. [https://www.wearenovalis.com/medicine-retreats]; As an active conservation organization, we have a profound appreciation for those who choose to come and be with us, because your funding goes entirely towards our vision of preserving the Amazon & supporting a sustainable future for both the forest & the people living here. [https://www.wearenovalis.com/retreats-1]",True,False,False,False,0,AyaAdvisors 5.0 (1); RetreatGuru 4.75 (16),,high,US,,https://ayaadvisors.org/listing/novalis/; https://retreat.guru/centers/1132-1/novalis; https://safeceremonies.com/listings/we-are-novalis/; https://www.wearenovalis.com/; https://www.wearenovalis.com/about-novalis; https://www.wearenovalis.com/ayahuasca-dieta; https://www.wearenovalis.com/contact; https://www.wearenovalis.com/medicine-retreats; https://www.wearenovalis.com/meettheteam; https://www.wearenovalis.com/retreats-1; https://www.wearenovalis.com/volunteer-programs,2026-07-22T12:13:53.277479+00:00
